StartDate,Mean TemperatureF,MeanDew PointF, Events,Ridership,StartDate
2015/6/6,75,63,,12665,2015/6/6
2015/6/7,73,60,,11661,2015/6/7
2015/6/8,77,65,Rain-Thunderstorm,9959,2015/6/8
2015/6/9,81,62,,11764,2015/6/9
2015/6/10,76,61,,11586,2015/6/10
2015/6/11,82,69,,11844,2015/6/11
2015/6/12,86,72,Rain-Thunderstorm,10867,2015/6/12
2015/6/13,84,70,,11754,2015/6/13
2015/6/14,86,72,Rain-Thunderstorm,9490,2015/6/14
2015/6/15,86,73,Rain,9975,2015/6/15
2015/6/16,87,71,,11492,2015/6/16
2015/6/17,79,66,Rain,11173,2015/6/17
2015/6/18,82,70,Rain-Thunderstorm,9990,2015/6/18
2015/6/19,81,69,Rain,12019,2015/6/19
2015/6/20,84,72,Fog-Rain-Thunderstorm,9305,2015/6/20
2015/6/21,85,71,Rain,8775,2015/6/21
2015/6/22,86,67,,11258,2015/6/22
2015/6/23,86,72,Rain-Thunderstorm,9184,2015/6/23
2015/6/24,78,61,,12581,2015/6/24
2015/6/25,79,64,Rain-Thunderstorm,11119,2015/6/25
2015/6/26,76,65,,13027,2015/6/26
2015/6/27,74,68,Rain,3301,2015/6/27
2015/6/28,75,61,Rain,11601,2015/6/28
2015/6/29,74,57,,12191,2015/6/29
2015/6/30,80,69,Rain,11970,2015/6/30
2015/7/1,79,67,Rain-Thunderstorm,11223,2015/7/1
2015/7/2,73,66,Rain,11257,2015/7/2
2015/7/3,75,65,Fog-Rain,12791,2015/7/3
2015/7/4,79,70,Rain-Thunderstorm,10288,2015/7/4
2015/7/5,79,69,,12199,2015/7/5
2015/7/6,83,72,Rain,10902,2015/7/6
2015/7/7,83,71,,12223,2015/7/7
2015/7/8,85,73,Rain-Thunderstorm,9495,2015/7/8
2015/7/9,85,73,Rain,11045,2015/7/9
2015/7/10,83,65,Rain,13013,2015/7/10
2015/7/11,82,67,Rain,12420,2015/7/11
2015/7/12,79,64,,11711,2015/7/12
2015/7/13,78,69,Rain,10224,2015/7/13
2015/7/14,83,72,,11591,2015/7/14
2015/7/15,80,67,Rain,12088,2015/7/15
2015/7/16,77,57,,13257,2015/7/16
2015/7/17,78,67,,12627,2015/7/17
2015/7/18,83,73,Rain,11096,2015/7/18
2015/7/19,89,75,,10148,2015/7/19
2015/7/20,90,73,,10856,2015/7/20
2015/7/21,86,71,Rain,11811,2015/7/21
2015/7/22,81,58,,12934,2015/7/22
2015/7/23,80,57,,12992,2015/7/23
2015/7/24,80,57,,13339,2015/7/24
2015/7/25,81,64,,12902,2015/7/25
2015/7/26,83,66,,11314,2015/7/26
2015/7/27,82,71,Rain-Thunderstorm,10919,2015/7/27
2015/7/28,86,73,Thunderstorm,11976,2015/7/28
2015/7/29,85,74,,12170,2015/7/29
2015/7/30,85,74,Rain-Thunderstorm,10808,2015/7/30
2015/7/31,83,61,,12396,2015/7/31
2015/8/1,83,63,,12043,2015/8/1
2015/8/2,82,60,,11447,2015/8/2
2015/8/3,83,66,,12085,2015/8/3
2015/8/4,86,66,Rain,11626,2015/8/4
2015/8/5,84,63,,12501,2015/8/5
2015/8/6,80,61,Rain,12617,2015/8/6
2015/8/7,77,64,Rain,12181,2015/8/7
2015/8/8,81,61,,12970,2015/8/8
2015/8/9,81,64,,11651,2015/8/9
2015/8/10,76,68,Rain,10494,2015/8/10
2015/8/11,82,70,Rain,11342,2015/8/11
2015/8/12,78,59,,12485,2015/8/12
2015/8/13,77,54,,12435,2015/8/13
2015/8/14,76,59,,12549,2015/8/14
2015/8/15,79,63,,12082,2015/8/15
2015/8/16,82,65,,10192,2015/8/16
2015/8/17,84,69,,10971,2015/8/17
2015/8/18,82,71,,11595,2015/8/18
2015/8/19,84,71,,11966,2015/8/19
2015/8/20,80,73,Rain-Thunderstorm,10192,2015/8/20
2015/8/21,79,61,,12902,2015/8/21
2015/8/22,76,56,,12339,2015/8/22
2015/8/23,75,58,,10981,2015/8/23
2015/8/24,81,68,Rain-Thunderstorm,10283,2015/8/24
2015/8/25,77,59,,12672,2015/8/25
2015/8/26,75,54,,12330,2015/8/26
2015/8/27,73,56,,12406,2015/8/27
2015/8/28,74,59,,12210,2015/8/28
2015/8/29,78,63,,11526,2015/8/29
2015/8/30,78,66,,10188,2015/8/30
2015/8/31,81,67,,11052,2015/8/31
2015/9/1,83,69,,11522,2015/9/1
2015/9/2,85,69,,11378,2015/9/2
2015/9/3,85,69,Rain-Thunderstorm,11131,2015/9/3
2015/9/4,84,69,,11050,2015/9/4
2015/9/5,80,67,,10867,2015/9/5
2015/9/6,78,58,,12400,2015/9/6
2015/9/7,80,66,,10351,2015/9/7
2015/9/8,82,70,,10965,2015/9/8
2015/9/9,85,72,Rain,11065,2015/9/9
2015/9/10,77,70,Rain,10356,2015/9/10
2015/9/11,76,59,,12167,2015/9/11
2015/9/12,71,67,Rain,6665,2015/9/12
2015/9/13,67,50,Rain,10397,2015/9/13
2015/9/14,68,46,,11156,2015/9/14
2015/9/15,72,53,,11943,2015/9/15
2015/9/16,73,57,,11938,2015/9/16
2015/9/17,75,59,,11949,2015/9/17
2015/9/18,76,60,,11956,2015/9/18
2015/9/19,77,66,,11580,2015/9/19
2015/9/20,75,57,,10998,2015/9/20
2015/9/21,67,55,Rain,7816,2015/9/21
2015/9/22,69,58,,11952,2015/9/22
2015/9/23,70,53,,12773,2015/9/23
2015/9/24,70,53,,12514,2015/9/24
2015/9/25,68,58,Rain,11403,2015/9/25
2015/9/26,69,55,Rain,11038,2015/9/26
2015/9/27,69,59,Rain,9979,2015/9/27
2015/9/28,75,66,,11305,2015/9/28
2015/9/29,76,72,Rain,7240,2015/9/29
2015/9/30,71,68,Rain,10184,2015/9/30
2015/10/1,60,56,Rain,4799,2015/10/1
2015/10/2,54,51,Rain,2079,2015/10/2
2015/10/3,54,54,Rain,4050,2015/10/3
2015/10/4,57,52,,6624,2015/10/4
2015/10/5,61,49,,10445,2015/10/5
2015/10/6,64,51,,11551,2015/10/6
2015/10/7,68,57,,11734,2015/10/7
2015/10/8,68,57,,11711,2015/10/8
2015/10/9,71,63,Rain-Thunderstorm,10501,2015/10/9
2015/10/10,59,46,,10269,2015/10/10
2015/10/11,59,48,,10491,2015/10/11
2015/10/12,63,52,,10495,2015/10/12
2015/10/13,69,57,,10803,2015/10/13
2015/10/14,63,47,,11406,2015/10/14
2015/10/15,61,44,,11506,2015/10/15
2015/10/16,59,40,,11263,2015/10/16
2015/10/17,52,33,,8782,2015/10/17
2015/10/18,46,28,,6978,2015/10/18
2015/10/19,47,33,,9074,2015/10/19
2015/10/20,56,42,,10036,2015/10/20
2015/10/21,61,48,,10678,2015/10/21
2015/10/22,63,51,,11287,2015/10/22
2015/10/23,61,46,,11470,2015/10/23
2015/10/24,55,45,,9730,2015/10/24
2015/10/25,63,50,Rain,8587,2015/10/25
2015/10/26,54,37,,9973,2015/10/26
2015/10/27,52,46,Rain,9797,2015/10/27
2015/10/28,63,64,Rain,5179,2015/10/28
2015/10/29,65,55,Rain,10632,2015/10/29
2015/10/30,54,37,,9700,2015/10/30
2015/10/31,52,40,,8721,2015/10/31
2015/11/1,59,53,Rain,7211,2015/11/1
2015/11/2,59,52,,9446,2015/11/2
2015/11/3,59,48,,10508,2015/11/3
2015/11/4,62,49,Rain,10822,2015/11/4
2015/11/5,65,60,Fog-Rain,10553,2015/11/5
2015/11/6,70,63,Fog-Rain,11609,2015/11/6
2015/11/7,63,51,Rain,5610,2015/11/7
2015/11/8,51,33,,8995,2015/11/8
2015/11/9,47,42,Rain,6715,2015/11/9
2015/11/10,56,55,Rain,5773,2015/11/10
2015/11/11,58,45,,8901,2015/11/11
2015/11/12,58,48,Rain,8476,2015/11/12
2015/11/13,56,28,,9262,2015/11/13
2015/11/14,48,25,,7171,2015/11/14
2015/11/15,50,32,,7441,2015/11/15
2015/11/16,56,37,,9156,2015/11/16
2015/11/17,54,43,,9226,2015/11/17
2015/11/18,56,49,,9768,2015/11/18
2015/11/19,62,61,Fog-Rain,6255,2015/11/19
2015/11/20,51,25,,9097,2015/11/20
2015/11/21,47,34,,7299,2015/11/21
2015/11/22,43,28,,4948,2015/11/22
2015/11/23,37,18,,6601,2015/11/23
2015/11/24,45,27,,7500,2015/11/24
2015/11/25,48,35,,6864,2015/11/25
2015/11/26,52,42,,3394,2015/11/26
2015/11/27,54,46,,6240,2015/11/27
2015/11/28,57,50,Rain,6418,2015/11/28
2015/11/29,52,46,Rain,2877,2015/11/29
2015/11/30,42,38,Rain,4160,2015/11/30
2015/12/1,46,45,Fog-Rain,3954,2015/12/1
2015/12/2,54,53,Fog-Rain,5740,2015/12/2
2015/12/3,48,30,,7969,2015/12/3
2015/12/4,45,31,,7940,2015/12/4
2015/12/5,44,34,,7087,2015/12/5
2015/12/6,43,35,Fog,5979,2015/12/6
2015/12/7,48,34,,7928,2015/12/7
2015/12/8,47,35,,8458,2015/12/8
2015/12/9,44,42,Fog,7982,2015/12/9
2015/12/10,52,43,Rain,8685,2015/12/10
2015/12/11,54,47,,8722,2015/12/11
2015/12/12,57,50,,8720,2015/12/12
2015/12/13,60,53,Fog,8034,2015/12/13
2015/12/14,61,59,Rain,6645,2015/12/14
2015/12/15,57,44,,8804,2015/12/15
2015/12/16,49,40,,8624,2015/12/16
2015/12/17,51,49,Fog-Rain,4553,2015/12/17
2015/12/18,44,31,,6698,2015/12/18
2015/12/19,38,16,,4279,2015/12/19
2015/12/20,39,21,,4219,2015/12/20
2015/12/21,48,37,,6675,2015/12/21
2015/12/22,57,53,Rain,4934,2015/12/22
2015/12/23,60,60,Fog-Rain,2263,2015/12/23
2015/12/24,66,63,Fog-Rain,2796,2015/12/24
2015/12/25,63,63,Fog-Rain,1502,2015/12/25
2015/12/26,56,53,Fog-Rain,2702,2015/12/26
2015/12/27,61,57,Rain,4623,2015/12/27
2015/12/28,51,37,Rain,4459,2015/12/28
2015/12/29,49,46,Fog-Rain,5253,2015/12/29
2015/12/30,52,50,Fog-Rain,5275,2015/12/30
2015/12/31,51,44,,5855,2015/12/31
2016/1/1,42,28,,3220,2016/1/1
2016/1/2,40,25,,4922,2016/1/2
2016/1/3,43,27,,4964,2016/1/3
2016/1/4,30,14,,5133,2016/1/4
2016/1/5,25,4,,4850,2016/1/5
2016/1/6,30,15,,5712,2016/1/6
2016/1/7,39,33,,6592,2016/1/7
2016/1/8,43,39,Rain,6153,2016/1/8
2016/1/9,46,43,Rain,5314,2016/1/9
2016/1/10,50,44,Rain,5663,2016/1/10
2016/1/11,35,10,,6294,2016/1/11
2016/1/12,38,19,Rain-Snow,6490,2016/1/12
2016/1/13,27,4,,5620,2016/1/13
2016/1/14,41,21,,7164,2016/1/14
2016/1/15,42,35,Rain,5983,2016/1/15
2016/1/16,46,39,Fog-Rain,5908,2016/1/16
2016/1/17,35,29,Fog-Snow,3400,2016/1/17
2016/1/18,25,2,Snow,2499,2016/1/18
2016/1/19,22,0,,3912,2016/1/19
2016/1/20,25,14,Snow,4321,2016/1/20
2016/1/21,29,15,Snow,4228,2016/1/21
2016/1/22,26,17,Fog-Snow,2985,2016/1/22
2016/1/27,40,25,Rain,528,2016/1/27
2016/1/28,33,24,,2022,2016/1/28
2016/1/29,36,22,Snow,2942,2016/1/29
2016/1/30,33,21,,2822,2016/1/30
2016/1/31,47,31,,3611,2016/1/31
2016/2/1,52,42,Rain,4604,2016/2/1
2016/2/2,45,32,,6584,2016/2/2
2016/2/3,49,47,Fog-Rain,4243,2016/2/3
2016/2/4,50,44,Fog-Rain,6691,2016/2/4
2016/2/5,39,25,Rain-Snow,5822,2016/2/5
2016/2/6,36,23,,5042,2016/2/6
2016/2/7,38,24,,4664,2016/2/7
2016/2/8,40,28,Rain,5994,2016/2/8
2016/2/9,36,32,Rain-Snow,4053,2016/2/9
2016/2/10,33,15,Snow,5493,2016/2/10
2016/2/11,26,2,,4246,2016/2/11
2016/2/12,25,8,Snow,4363,2016/2/12
2016/2/13,22,4,Snow,1535,2016/2/13
2016/2/14,20,1,Snow,1851,2016/2/14
2016/2/15,26,23,Fog-Rain-Snow,501,2016/2/15
2016/2/16,42,37,Fog-Rain,3238,2016/2/16
2016/2/17,40,29,,6097,2016/2/17
2016/2/18,35,15,,5822,2016/2/18
2016/2/19,34,17,,5633,2016/2/19
2016/2/20,53,34,,8245,2016/2/20
2016/2/21,51,47,Rain,4254,2016/2/21
2016/2/22,47,35,,7148,2016/2/22
2016/2/23,43,40,Rain,2585,2016/2/23
2016/2/24,54,50,Fog-Rain-Hail-Thunderstorm,3279,2016/2/24
2016/2/25,50,29,Rain,6330,2016/2/25
2016/2/26,36,17,,5345,2016/2/26
2016/2/27,37,19,,5432,2016/2/27
2016/2/28,49,31,,8732,2016/2/28
2016/2/29,55,33,,7828,2016/2/29
2016/3/1,53,37,Rain,8588,2016/3/1
2016/3/2,46,24,Rain,5918,2016/3/2
2016/3/3,35,21,Snow,5902,2016/3/3
2016/3/4,37,30,Snow,5345,2016/3/4
2016/3/5,40,24,,5334,2016/3/5
2016/3/6,45,31,Rain,5899,2016/3/6
2016/3/7,51,36,,9003,2016/3/7
2016/3/8,63,40,,10558,2016/3/8
2016/3/9,63,44,,11214,2016/3/9
2016/3/10,68,53,,10954,2016/3/10
2016/3/11,65,48,Rain,11220,2016/3/11
2016/3/12,55,42,,10427,2016/3/12
2016/3/13,55,47,Rain,5194,2016/3/13
2016/3/14,50,47,Rain,7671,2016/3/14
2016/3/15,56,46,Rain,8558,2016/3/15
2016/3/16,62,53,Rain,13356,2016/3/16
2016/3/17,59,39,Rain,10673,2016/3/17
2016/3/18,58,26,,11429,2016/3/18
2016/3/19,48,33,Rain-Snow,3227,2016/3/19
2016/3/20,41,31,Rain-Snow,4532,2016/3/20
2016/3/21,45,24,,7580,2016/3/21
2016/3/22,49,29,,9763,2016/3/22
2016/3/23,64,36,,12340,2016/3/23
2016/3/24,64,44,,13363,2016/3/24
2016/3/25,61,50,Rain,12212,2016/3/25
2016/3/26,52,34,,14116,2016/3/26
2016/3/27,53,46,Rain,8564,2016/3/27
2016/3/28,60,44,Rain,8430,2016/3/28
2016/3/29,53,28,,10221,2016/3/29
2016/3/30,52,30,,10873,2016/3/30
2016/3/31,64,50,,11029,2016/3/31
2016/4/1,74,60,Rain,10875,2016/4/1
2016/4/2,56,42,Rain,9281,2016/4/2
2016/4/3,46,21,Snow,6800,2016/4/3
2016/4/4,57,39,Rain,7398,2016/4/4
2016/4/5,38,17,Snow,7512,2016/4/5
2016/4/6,45,27,,9068,2016/4/6
2016/4/7,57,47,Rain,5433,2016/4/7
2016/4/8,49,26,,9529,2016/4/8
2016/4/9,42,30,Rain-Snow,4069,2016/4/9
2016/4/10,42,20,,7421,2016/4/10
2016/4/11,60,40,Rain,9456,2016/4/11
2016/4/12,58,41,Rain,8583,2016/4/12
2016/4/13,51,27,,10131,2016/4/13
2016/4/14,52,34,,10523,2016/4/14
2016/4/15,53,35,,11395,2016/4/15
2016/4/16,59,36,,13505,2016/4/16
2016/4/17,61,37,,12367,2016/4/17
2016/4/18,68,44,,11882,2016/4/18
2016/4/19,70,44,,11927,2016/4/19
2016/4/20,61,27,,11650,2016/4/20
2016/4/21,63,45,,11447,2016/4/21
2016/4/22,70,59,Rain,11093,2016/4/22
2016/4/23,63,55,Rain,8487,2016/4/23
2016/4/24,57,29,,11948,2016/4/24
2016/4/25,65,50,,11694,2016/4/25
2016/4/26,76,55,,11718,2016/4/26
2016/4/27,62,52,Rain,8360,2016/4/27
2016/4/28,52,50,Rain,5195,2016/4/28
2016/4/29,52,48,Rain,8258,2016/4/29
2016/4/30,55,48,Rain,8511,2016/4/30
2016/5/1,56,52,Rain,4376,2016/5/1
2016/5/2,66,59,Fog-Rain-Hail-Thunderstorm,8139,2016/5/2
2016/5/3,66,59,Rain-Thunderstorm,8132,2016/5/3
2016/5/4,57,53,Rain,9625,2016/5/4
2016/5/5,55,49,Rain,8726,2016/5/5
2016/5/6,53,49,Rain,3102,2016/5/6
2016/5/7,59,49,Rain,9225,2016/5/7
2016/5/8,63,43,Rain,10803,2016/5/8
2016/5/9,57,49,Rain,9164,2016/5/9
2016/5/10,61,51,Rain,10242,2016/5/10
2016/5/11,58,54,Rain,7669,2016/5/11
2016/5/12,62,57,,10805,2016/5/12
2016/5/13,69,59,Rain,10106,2016/5/13
2016/5/14,64,50,Rain,9389,2016/5/14
2016/5/15,55,31,,8507,2016/5/15
2016/5/16,56,33,,11357,2016/5/16
2016/5/17,57,50,Rain,5374,2016/5/17
2016/5/18,60,50,Rain,10583,2016/5/18
2016/5/19,63,49,,11720,2016/5/19
2016/5/20,65,48,,13860,2016/5/20
2016/5/21,59,53,Rain,4432,2016/5/21
2016/5/22,56,54,Rain,2851,2016/5/22
2016/5/23,66,56,Rain-Thunderstorm,8048,2016/5/23
2016/5/24,70,53,Rain,13235,2016/5/24
2016/5/25,73,56,,12786,2016/5/25
2016/5/26,76,63,,12188,2016/5/26
2016/5/27,79,67,,12139,2016/5/27
2016/5/28,79,66,,11560,2016/5/28
2016/5/29,75,67,Rain,9069,2016/5/29
2016/5/30,74,68,,9930,2016/5/30
2016/5/31,79,67,,11578,2016/5/31
2016/6/1,78,67,,12355,2016/6/1
2016/6/2,75,66,,12366,2016/6/2
2016/6/3,77,70,Rain,8517,2016/6/3
2016/6/4,76,70,,11991,2016/6/4
2016/6/5,78,70,Rain,9378,2016/6/5
2016/6/6,78,63,,12468,2016/6/6
2016/6/7,76,60,Rain,13271,2016/6/7
2016/6/8,68,44,,13586,2016/6/8
2016/6/9,68,45,,13423,2016/6/9
2016/6/10,73,47,,13730,2016/6/10
2016/6/11,81,64,,11993,2016/6/11
2016/6/12,82,55,,11023,2016/6/12
2016/6/13,73,50,,13161,2016/6/13
2016/6/14,74,50,,13949,2016/6/14
2016/6/15,75,63,Rain,12954,2016/6/15
2016/6/16,79,68,Rain-Thunderstorm,11056,2016/6/16
2016/6/17,74,61,,13290,2016/6/17
2016/6/18,76,55,,13550,2016/6/18
2016/6/19,78,54,,11830,2016/6/19
2016/6/20,80,59,,12912,2016/6/20
2016/6/21,82,68,Fog-Rain-Thunderstorm,9513,2016/6/21
2016/6/22,78,61,,13902,2016/6/22
2016/6/23,76,69,Rain-Thunderstorm,9435,2016/6/23
2016/6/24,79,69,,12405,2016/6/24
2016/6/25,79,62,,13600,2016/6/25
2016/6/26,76,58,,12356,2016/6/26
2016/6/27,78,68,Rain,11922,2016/6/27
2016/6/28,78,71,Rain-Thunderstorm,11064,2016/6/28
2016/6/29,75,61,,13778,2016/6/29
2016/6/30,75,58,,13318,2016/6/30
